39.490662,-6.413257
39.473031,-6.371138
39.456062,-6.379184
39.472693,-6.392487
39.465674,-6.374554
39.488472,-6.412719
39.476461,-6.373056
39.349593,-6.334547
39.47483,-6.372177
39.456394,-6.368393
39.472902,-6.375519
39.472057,-6.380099
39.474427,-6.373208
39.473793,-6.373215
39.462462,-6.367756
39.474134,-6.374186
39.475271,-6.371592
39.472912,-6.370034
39.466461,-6.377921
39.453764,-6.366651
39.469637,-6.38371
39.473962,-6.398254
39.469783,-6.376675
39.468764,-6.398612
39.477129,-6.37159
39.450198,-6.386911
39.473493,-6.374071
39.475529,-6.374127
39.461012,-6.432658
39.48942,-6.359109
39.476082,-6.369937
39.495058,-6.418413
39.471525,-6.378131
39.458221,-6.378875
39.473693,-6.373723
39.47132,-6.370955
39.470071,-6.384463
39.477139,-6.371616
39.488815,-6.413013
39.474053,-6.372045
39.481701,-6.363383
39.473147,-6.37126
39.472714,-6.371466
39.38322,-6.34868
39.46911,-6.374121
39.462651,-6.378044
39.467252,-6.38074
39.473765,-6.372888
39.455414,-6.38074
39.472511,-6.376298
39.47103,-6.375788
39.473761,-6.373228
39.473691,-6.37278
39.465668,-6.380752
39.466401,-6.383254
39.465401,-6.379479
39.462355,-6.35173
39.485104,-6.298776
39.421556,-6.37645
39.469699,-6.384917
39.473512,-6.372127
39.467888,-6.379763
39.47537,-6.371506
39.479423,-6.345006
39.4381746,-6.2718412
39.473689,-6.373717
39.469324,-6.380254
39.471483,-6.376408
39.473325,-6.373046
39.470711,-6.382061
39.470209,-6.377981
39.475667,-6.371089
39.424402,-6.6903
39.471413,-6.37876
39.465893,-6.376617
39.470651,-6.375288
39.466526,-6.377531
39.4702,-6.379547
39.468911,-6.388964
39.455024,-6.379612
39.490614,-6.364079
39.471047,-6.387102
39.470893,-6.372959
39.455176,-6.378644
39.475109,-6.37111
39.475634,-6.372213
39.470215,-6.379397
39.479867,-6.369206
39.473771,-6.373177
39.470844,-6.375534
39.472316,-6.37254
39.464858,-6.367147
39.467436,-6.385678
